ID,District,Block,LandPreparationMethod,CropTillageDate,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,NursDetFactor,TransDetFactor,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,OrgFertilizers,PCropSolidOrgFertAppMethod,CropbasalFerts,MineralFertAppMethod,FirstTopDressFert,MineralFertAppMethod.1,Harv_method,Harv_date,Threshing_date,Threshing_method,Stubble_use,Yield
3325,2,7,38,40,3,27,13,24,47,0,1,5,2,9,0,9,0,0,55,78,1,1,705.0
3565,3,0,18,51,3,34,32,92,99,0,0,5,2,9,0,4,0,0,22,14,1,1,200.0
890,2,7,41,31,3,5,2,4,133,0,1,5,2,9,2,10,0,1,54,41,1,1,2440.0
1795,1,3,16,50,3,16,25,1,95,0,1,5,0,9,0,4,0,0,63,117,0,1,350.0
1023,1,3,15,56,3,22,29,92,144,0,1,5,2,9,0,9,0,0,53,83,1,1,240.0
1112,2,6,15,32,3,22,7,36,35,0,1,5,2,0,2,9,0,0,37,67,1,1,1200.0
225,3,5,15,44,3,21,17,10,2,0,1,0,2,24,0,9,0,0,41,38,0,1,400.0
2941,1,3,16,57,3,15,32,1,34,0,1,5,0,9,0,10,0,0,61,94,0,1,900.0
3269,1,3,16,61,3,17,32,1,119,0,1,5,0,9,0,10,0,0,64,112,0,1,900.0
1525,2,7,41,45,3,29,18,24,41,0,1,0,2,9,0,9,0,0,69,70,0,1,800.0
2676,3,5,18,11,3,8,17,31,36,0,0,0,0,0,0,9,0,0,27,149,0,1,8.0
299,1,4,15,56,3,31,32,4,47,1,1,5,2,0,0,9,0,0,43,71,1,1,480.0
2017,2,7,6,23,1,27,18,24,47,0,1,5,2,24,0,9,0,1,62,51,0,1,440.0
3639,1,3,39,35,3,32,42,0,0,0,1,5,0,9,0,9,0,0,62,132,1,1,480.0
817,0,8,33,24,3,26,18,42,50,0,1,5,2,9,0,9,0,0,29,37,1,1,320.0
3197,1,3,15,65,3,40,40,92,99,0,1,5,2,9,0,9,0,0,40,96,1,1,240.0
3570,3,1,15,39,3,13,14,42,69,0,0,0,2,12,2,12,0,0,26,23,0,1,450.0
270,0,2,18,57,2,23,29,0,94,0,1,6,0,0,2,9,0,0,66,70,0,1,656.0
1101,1,4,15,54,3,32,27,71,127,0,0,0,2,0,0,9,0,0,83,86,0,1,1200.0
2242,1,4,15,50,3,27,24,115,104,1,1,5,2,9,0,9,0,0,49,92,0,1,250.0
1645,3,0,27,50,3,39,34,4,121,0,1,5,2,0,0,9,0,0,42,37,0,1,300.0
293,1,3,39,25,3,49,51,0,0,0,1,5,0,9,0,9,0,0,46,95,1,1,480.0
1317,3,5,41,47,3,49,44,57,69,0,1,0,2,0,2,9,0,0,52,48,0,1,450.0
328,3,5,18,24,3,2,3,1,46,0,1,5,2,0,0,9,0,0,41,43,0,1,160.0
1760,3,5,41,59,3,46,40,98,148,0,0,0,2,0,2,9,0,0,38,30,0,1,200.0
3540,3,1,15,31,3,15,6,111,46,0,1,0,2,7,2,9,0,0,19,18,0,1,225.0
1781,1,3,15,67,3,48,42,92,109,0,1,5,2,9,0,9,0,0,60,113,1,1,240.0
3482,2,6,18,33,3,19,7,10,35,0,1,5,2,0,2,9,0,0,30,75,1,1,2125.0
22,1,3,15,70,3,43,42,92,144,0,1,5,2,9,0,9,0,0,54,85,1,1,411.0
2486,2,7,41,37,3,10,9,10,36,0,1,5,2,9,0,9,0,1,52,39,1,1,1800.0
2323,2,6,18,54,3,4,25,0,0,0,1,5,2,23,0,9,0,0,56,97,1,1,800.0
1067,0,8,33,36,2,30,29,24,47,3,1,0,2,24,0,9,0,0,36,35,0,1,800.0
3189,1,4,15,51,3,57,56,115,66,1,1,5,2,9,0,9,0,0,48,95,1,1,400.0
186,2,7,18,39,3,17,11,33,47,0,1,5,2,0,0,9,0,0,78,131,1,1,560.0
1757,3,5,18,42,3,9,17,2,36,0,0,0,0,0,0,9,0,0,34,21,0,1,10.0
3689,0,2,18,34,3,34,51,24,47,3,1,5,2,0,2,9,0,0,55,56,0,1,450.0
2675,2,7,41,43,3,29,14,24,47,0,1,5,2,0,2,4,0,0,75,113,1,1,800.0
2427,3,5,15,19,3,21,24,10,1,0,1,0,2,9,0,9,0,0,40,39,0,1,180.0
1131,2,7,41,57,3,45,44,24,47,0,1,5,2,9,0,9,0,0,65,72,1,1,720.0
1947,3,5,9,10,3,19,4,4,2,0,1,0,2,24,0,9,0,0,42,39,0,1,180.0
1902,2,6,18,35,3,18,11,10,35,0,1,5,2,23,0,9,0,0,39,88,1,1,680.0
3601,3,5,18,10,3,11,17,24,36,0,0,0,0,0,0,9,0,0,27,21,0,1,6.0
2512,2,6,18,37,3,22,10,10,35,0,1,5,2,23,0,9,0,0,36,84,1,1,1040.0
2020,2,6,15,32,3,10,3,42,94,0,1,5,2,23,0,9,0,0,37,43,0,1,450.0
673,3,5,41,41,3,43,38,100,148,0,0,0,2,17,2,9,0,0,47,40,0,1,200.0
3243,2,6,18,45,3,25,23,0,0,0,1,5,2,23,0,9,0,0,56,97,1,1,400.0
325,2,7,21,47,1,33,22,24,47,0,1,5,2,9,0,4,0,0,63,65,1,1,400.0
3278,1,4,15,49,2,36,32,18,43,1,1,5,2,0,0,9,0,0,43,71,1,1,400.0
1299,2,7,41,57,3,41,29,24,47,0,1,5,2,9,0,9,0,0,67,89,1,1,7510.0
2640,2,7,41,32,3,8,3,66,129,0,1,5,2,9,0,9,0,1,54,41,1,1,560.0
2711,1,4,15,55,3,32,30,120,8,0,1,0,2,0,0,9,0,0,69,76,0,1,700.0
1664,1,3,16,52,3,19,29,1,21,0,1,5,0,9,0,4,0,0,63,115,0,1,375.0
887,1,3,3,25,3,30,45,0,0,0,1,5,0,9,0,9,0,0,51,127,1,1,420.0
3667,1,4,9,55,2,35,28,71,126,0,1,0,2,0,0,9,0,0,70,78,0,1,1600.0
3794,1,3,15,51,3,26,23,60,109,0,1,5,2,9,0,9,0,0,59,84,1,1,240.0
3779,2,7,18,42,0,27,20,24,47,0,1,0,0,15,0,4,0,0,78,92,0,1,320.0
2931,3,0,41,58,3,38,35,24,47,0,0,0,2,0,0,9,0,0,59,53,0,1,310.0
1611,3,1,15,33,3,13,6,32,35,0,1,0,2,7,2,9,0,0,44,41,0,1,360.0
1805,3,0,41,9,3,40,35,24,39,0,0,5,2,0,0,9,0,0,41,35,0,1,300.0
690,0,2,18,36,3,25,39,10,7,0,1,7,0,0,0,9,1,0,66,86,1,1,325.0
2533,2,7,15,25,0,27,17,24,47,0,1,5,2,9,0,9,0,0,64,53,0,1,310.0
3484,0,8,33,18,3,19,19,85,118,0,1,5,2,9,0,9,0,0,36,25,1,1,150.0
3327,2,6,18,35,3,7,9,0,0,0,1,5,2,23,0,9,0,0,43,95,1,1,600.0
3522,1,3,15,52,3,25,25,92,144,0,1,5,2,9,0,9,0,0,46,102,1,1,80.0
1270,0,2,18,45,3,32,27,41,47,0,1,5,2,0,0,9,0,0,67,91,1,1,480.0
3244,3,1,15,27,2,9,16,1,35,0,1,0,2,7,2,9,0,0,27,29,0,1,150.0
3748,1,3,39,35,3,49,51,0,0,0,1,5,0,24,0,9,0,0,56,114,1,1,450.0
563,3,5,18,9,3,13,17,24,36,0,0,0,0,0,0,9,0,0,22,20,0,1,4.0
509,2,6,18,43,3,22,14,10,47,0,1,5,2,0,0,9,0,1,52,39,1,1,550.0
1608,3,0,41,36,3,57,50,4,23,0,0,5,2,9,0,4,0,0,31,24,0,1,65.0
203,1,3,16,53,3,20,29,1,21,0,1,5,0,9,0,4,0,0,59,139,0,1,850.0
987,1,4,15,51,2,29,31,71,150,0,0,0,2,0,0,9,0,0,69,78,0,1,1203.0
3429,2,7,38,43,3,25,15,24,47,0,1,5,2,9,0,9,0,0,43,45,1,1,600.0
1385,1,4,15,55,3,40,34,71,150,0,1,0,2,0,0,9,0,0,76,77,0,1,1200.0
2874,3,0,41,55,3,40,33,24,47,0,0,5,2,0,0,9,0,0,15,6,0,1,100.0
833,3,0,18,48,3,36,31,42,99,0,0,5,2,9,0,4,0,0,27,24,0,1,200.0
1749,3,5,18,16,3,14,17,2,36,0,0,0,0,0,0,9,0,0,22,21,0,1,8.0
3420,0,8,33,54,3,27,25,25,47,3,1,5,2,9,0,9,0,0,22,24,0,1,800.0
603,1,3,15,67,3,48,41,60,144,0,1,5,2,9,0,9,0,0,53,111,1,1,400.0
2592,1,4,15,52,3,29,27,71,150,0,1,0,2,0,0,9,0,0,83,71,0,1,1500.0
860,2,7,6,20,1,24,27,24,47,0,1,5,2,9,0,9,0,1,71,59,0,1,440.0
3187,2,7,41,43,3,24,30,24,47,3,1,5,2,9,0,4,0,0,48,78,1,1,1200.0
103,0,2,18,48,3,21,22,22,46,0,1,5,2,0,0,9,0,0,57,73,0,1,790.0
429,2,7,41,43,3,26,16,24,47,0,1,5,2,9,0,9,0,0,63,77,1,1,500.0
926,0,8,33,49,3,29,20,42,50,0,1,5,2,9,0,9,0,0,43,44,1,1,400.0
622,2,7,21,18,1,34,24,24,47,0,1,5,2,9,0,4,0,0,66,68,1,1,400.0
1668,1,4,15,51,3,25,25,115,66,1,1,5,2,9,0,9,0,0,60,85,1,1,250.0
2366,1,3,16,54,3,19,29,1,34,0,1,5,0,9,0,10,0,0,62,111,0,1,800.0
756,0,2,18,22,3,22,24,24,47,1,1,5,2,0,2,9,0,0,78,87,0,1,216.0
627,3,5,41,42,3,44,38,45,50,0,0,0,2,0,2,9,0,0,45,41,0,1,100.0
523,2,7,18,51,3,32,23,24,47,0,1,0,2,0,0,9,0,0,63,139,1,1,500.0
3488,2,7,18,40,3,18,12,24,47,0,1,5,2,0,0,9,0,0,71,134,1,1,350.0
2337,2,7,9,14,1,31,14,24,47,0,1,5,0,9,0,4,0,0,53,63,1,1,1200.0
1601,0,2,18,49,3,24,23,1,46,0,1,5,2,0,0,9,0,0,56,77,0,1,740.0
2384,3,1,15,31,3,13,7,35,46,0,1,0,2,7,2,9,0,0,14,45,0,1,210.0
1471,0,2,18,48,3,28,29,10,47,0,1,5,2,0,0,9,0,0,57,84,1,1,624.0
3677,2,6,15,36,3,15,7,13,15,0,1,5,0,23,0,9,0,0,29,27,0,1,900.0
472,3,1,6,40,3,14,23,65,133,0,0,0,2,5,2,4,0,0,26,23,0,1,990.0
2808,3,0,18,49,3,34,32,42,50,1,0,0,2,0,0,9,0,0,27,24,0,1,80.0
2086,0,8,33,24,3,21,15,85,118,0,1,5,2,9,0,9,0,0,40,63,1,1,220.0
2691,1,4,15,56,2,31,27,71,84,0,1,0,2,0,0,9,0,0,69,78,0,1,2000.0
1246,3,0,41,10,3,41,36,24,47,0,1,5,2,0,0,9,0,0,48,46,1,1,340.0
1432,3,0,18,49,3,34,29,49,101,0,0,0,2,9,0,10,0,0,21,19,0,1,200.0
753,1,4,15,57,2,29,34,115,66,0,1,5,2,9,0,9,0,0,53,98,1,1,240.0
3014,1,4,15,47,2,25,20,45,36,1,1,0,2,0,0,9,0,0,48,58,1,1,320.0
2962,1,3,16,57,3,14,34,43,119,0,1,5,0,9,0,4,0,0,64,54,0,1,630.0
2696,1,4,15,48,3,29,23,18,47,1,1,0,2,0,0,9,0,0,43,75,0,1,400.0
721,3,0,41,59,3,52,46,24,23,0,1,5,2,9,0,9,0,0,34,25,1,1,420.0
2440,1,4,15,55,3,34,32,71,66,0,0,0,2,0,0,9,0,0,90,90,0,1,1200.0
2374,3,5,18,24,3,2,7,1,47,0,0,5,2,0,0,9,0,0,37,38,0,1,400.0
1359,1,4,15,54,2,32,27,71,101,0,0,0,2,0,0,9,0,0,70,77,0,1,2200.0
1587,0,2,18,26,3,26,16,24,47,3,1,5,2,0,2,9,0,0,72,85,0,1,544.0
2134,3,5,41,37,3,39,34,98,148,0,0,0,2,0,2,9,0,0,49,39,0,1,100.0
1871,0,2,9,57,1,20,33,24,47,0,1,6,2,0,0,9,0,0,83,86,1,1,850.0
938,3,5,32,28,3,30,21,17,46,0,0,5,2,24,2,9,2,0,22,19,0,1,325.0
1334,1,4,15,55,3,35,34,4,47,1,1,5,2,19,0,9,0,0,48,65,1,1,400.0
3134,3,1,15,37,3,17,14,111,45,0,1,30,2,7,2,9,0,0,27,27,0,1,450.0
733,2,7,18,41,3,19,13,24,39,0,1,0,2,0,0,9,0,0,63,158,1,1,480.0
1859,0,8,33,49,3,29,20,42,50,0,1,0,2,9,0,9,0,0,43,44,1,1,325.0
2949,3,0,18,46,3,30,24,95,106,1,0,5,2,9,0,4,0,0,37,24,0,1,400.0
448,1,3,39,35,3,38,25,0,0,0,1,5,0,9,0,9,0,0,67,113,1,1,495.0
3829,1,4,15,54,3,33,29,71,47,0,0,0,2,0,0,9,0,0,70,79,0,1,1400.0
263,3,5,18,23,3,2,6,1,38,0,1,0,2,0,0,9,0,0,42,44,0,1,140.0
1565,3,5,40,34,3,9,9,28,46,0,0,5,2,0,2,9,0,0,22,19,0,1,350.0
2484,3,5,18,20,3,22,24,36,78,0,1,0,2,9,2,9,0,0,43,40,0,1,550.0
625,0,8,33,49,3,28,20,42,50,0,1,0,2,9,0,9,0,0,36,44,1,1,400.0
1949,2,7,41,35,3,20,6,96,150,1,1,5,2,9,0,9,0,0,61,77,1,1,500.0
747,1,4,15,24,3,31,31,71,150,0,0,29,2,0,0,9,0,0,70,77,0,1,900.0
1320,2,7,18,35,3,44,42,28,47,0,1,0,2,0,0,9,0,0,62,134,1,1,650.0
3595,2,6,18,36,3,21,9,10,35,0,1,5,2,23,0,9,0,0,41,98,1,1,600.0
1677,3,5,15,14,3,19,24,10,1,0,1,0,2,24,2,9,0,0,43,38,0,1,180.0
958,1,3,25,26,3,33,32,0,0,0,1,5,0,24,0,9,0,0,61,110,1,1,2880.0
436,2,7,18,41,2,12,18,85,50,3,1,5,2,9,0,10,1,0,83,74,0,1,200.0
3206,1,3,15,66,3,49,42,92,144,0,1,5,2,9,0,9,0,0,52,103,1,1,236.0
3504,3,0,41,50,3,36,36,25,112,0,1,0,2,0,0,9,0,0,13,14,0,1,300.0
2541,0,2,18,49,3,27,29,36,47,0,1,5,2,0,0,9,0,0,60,83,1,1,480.0
2406,0,8,33,28,3,28,20,42,50,0,1,0,2,9,0,9,0,0,43,44,1,1,400.0
2670,1,3,15,59,3,25,35,92,144,0,1,5,2,9,0,9,0,0,47,82,1,1,243.0
2821,2,7,15,7,3,11,14,24,47,0,1,5,0,9,0,9,0,0,43,36,0,1,575.0
941,3,5,18,5,3,10,17,4,36,0,0,0,0,0,0,9,0,0,21,21,0,1,10.0
3720,2,6,23,56,3,37,31,10,150,0,1,5,2,9,0,9,0,0,58,53,0,1,225.0
1503,0,2,18,42,3,17,16,11,61,0,1,12,0,0,0,9,0,0,86,105,0,1,330.0
1851,1,4,15,56,3,34,33,71,113,0,1,0,2,0,0,9,0,0,70,77,0,1,1150.0
1513,2,7,41,45,3,19,17,16,2,0,1,5,2,9,0,9,0,1,55,42,1,1,1500.0
2692,3,0,41,51,3,29,53,30,27,0,1,6,2,9,0,9,0,0,43,35,1,1,370.0
1876,1,4,15,53,3,32,30,71,127,0,0,0,2,0,0,9,0,0,69,76,0,1,900.0
3627,1,4,15,50,3,33,25,38,47,1,1,5,2,0,0,9,0,0,44,57,1,1,400.0
3157,2,6,15,47,3,15,18,10,150,0,1,5,2,9,0,9,0,1,69,58,1,0,980.0
2613,0,2,18,45,3,31,19,10,47,1,1,5,2,0,0,9,0,0,60,84,0,1,320.0
3169,0,2,18,47,3,21,18,24,47,0,1,5,2,0,2,9,0,0,54,60,0,1,609.0
1221,3,0,18,45,3,31,48,107,50,0,0,5,2,9,0,4,0,1,19,14,1,1,400.0
348,1,4,15,49,3,26,25,115,66,0,1,0,0,9,0,9,0,0,49,94,1,1,400.0
2833,2,6,18,43,3,19,14,10,14,0,1,5,2,23,0,9,0,1,54,41,1,0,600.0
2046,1,3,16,30,3,39,31,0,0,0,1,5,0,9,0,9,0,0,55,111,1,1,400.0
1380,3,5,18,10,3,12,17,23,121,0,0,0,0,0,0,9,0,0,28,21,0,1,4.0
1261,1,4,15,55,3,26,26,11,31,0,1,5,2,9,0,9,0,0,53,96,1,1,250.0
3241,1,3,39,26,3,40,58,0,0,0,1,5,0,9,0,9,0,0,56,133,1,1,480.0
3672,0,8,33,30,3,24,24,25,47,0,1,5,2,9,0,9,0,0,29,24,0,1,640.0
2968,2,7,41,39,3,21,11,24,47,0,1,5,2,9,0,9,0,0,68,80,1,1,550.0
1911,2,7,41,41,1,27,14,24,47,0,1,0,2,9,0,9,0,0,47,49,1,1,880.0
2326,3,5,18,31,3,34,27,36,78,0,1,0,2,24,2,9,0,0,43,40,0,1,500.0
3078,0,2,18,29,3,21,37,25,61,0,1,7,0,0,0,9,0,0,91,113,0,1,504.0
646,1,4,15,54,2,33,26,71,108,0,1,0,2,0,0,9,0,0,69,75,0,1,900.0
1884,0,2,18,54,3,22,28,1,46,0,1,5,2,0,0,9,0,0,56,76,1,1,790.0
2872,1,3,39,24,3,35,32,0,0,0,1,5,0,24,0,9,0,0,58,108,1,1,1740.0
801,0,2,18,48,3,21,29,21,109,0,1,5,2,0,2,9,0,0,83,81,0,1,750.0
61,0,8,33,34,3,23,25,25,47,1,1,5,2,23,0,9,0,0,29,23,1,1,560.0
3597,3,1,15,33,3,17,5,25,48,0,1,0,2,7,2,9,0,0,37,40,0,1,320.0
2144,2,6,18,35,3,20,11,10,35,0,1,5,2,23,0,4,0,0,34,98,1,1,400.0
515,3,5,18,27,3,0,3,1,25,0,0,0,2,0,0,9,0,0,40,42,0,1,240.0
3046,3,5,15,31,3,9,17,73,2,0,1,0,2,9,0,9,0,0,39,37,0,1,900.0
561,1,3,39,37,3,33,32,0,0,0,1,5,0,24,0,9,0,0,54,103,1,1,1250.0
1039,3,5,18,22,3,1,10,1,37,2,1,5,2,0,0,9,0,0,44,46,1,1,320.0
556,0,2,18,49,3,32,29,10,47,0,1,13,0,0,0,9,0,0,57,82,1,1,432.0
3378,1,3,16,55,3,18,29,1,34,0,1,5,0,9,0,10,0,0,68,144,0,1,700.0
3541,2,7,9,23,3,19,7,92,104,0,1,0,2,9,0,9,0,0,82,80,1,1,1000.0
1306,1,3,39,34,3,43,42,0,0,0,1,5,0,9,0,0,0,0,49,100,1,1,1200.0
611,0,8,33,25,3,21,24,85,118,0,1,5,2,9,0,9,0,0,38,55,1,1,160.0
2795,2,7,38,37,3,25,10,24,47,0,1,5,2,9,0,9,0,0,64,77,1,1,1000.0
1464,0,2,18,25,3,26,26,24,47,0,1,5,2,0,2,9,0,0,50,59,0,1,468.0
3419,3,0,9,50,3,37,31,96,99,0,0,0,2,23,0,9,0,0,27,14,1,1,300.0
3256,1,4,15,50,3,30,26,35,47,1,1,0,2,0,0,9,0,0,46,61,1,1,320.0
1557,2,6,15,32,3,10,3,71,118,0,1,0,0,23,0,9,0,0,22,23,0,1,600.0
3781,1,4,15,53,2,30,33,71,90,0,0,0,2,0,0,9,0,0,69,78,0,1,1900.0
900,1,3,15,70,3,48,43,92,109,0,1,5,2,9,0,9,0,0,46,104,1,1,400.0
423,2,7,29,12,3,14,14,24,47,0,1,5,0,9,0,4,0,0,46,37,0,1,470.0
2003,2,7,6,23,1,25,26,24,47,0,1,5,2,9,0,9,0,1,60,49,0,1,395.0
358,0,8,33,26,3,26,25,25,47,3,1,5,2,9,0,9,0,0,27,21,0,1,560.0
3230,1,3,15,54,3,23,29,92,144,0,1,5,2,9,0,9,0,0,49,83,1,1,155.0
1288,1,3,16,56,3,19,31,1,119,0,1,5,0,9,0,10,0,0,56,125,0,1,700.0
3691,1,3,16,59,3,18,32,1,34,0,1,5,2,9,0,10,0,0,66,121,0,1,800.0
147,0,2,18,55,3,18,28,1,46,0,1,5,2,0,0,9,0,0,56,70,0,1,800.0
2400,2,6,18,39,3,7,15,1,1,0,1,5,2,23,0,9,0,0,49,96,1,1,800.0
723,1,3,16,58,3,20,36,1,34,0,1,5,0,9,0,10,0,0,63,113,0,1,640.0
3355,2,7,15,20,0,27,22,24,47,0,1,5,2,9,0,9,0,0,66,55,0,1,260.0
2342,1,3,39,31,3,58,48,0,0,0,1,5,0,9,0,9,0,0,84,131,1,1,480.0
3224,3,5,18,24,3,1,9,1,47,0,1,5,2,0,2,9,0,0,41,43,1,1,320.0
3727,3,5,18,7,3,11,17,24,40,0,0,0,0,0,0,9,0,0,29,21,0,1,4.0
3191,2,7,41,53,3,35,24,24,47,3,1,5,2,9,0,9,0,0,68,160,1,1,600.0
449,0,8,33,37,3,19,17,85,118,0,1,5,0,9,0,9,0,0,33,49,1,1,310.0
2346,0,8,41,51,3,30,27,21,45,3,1,0,2,9,0,9,0,0,27,24,1,1,800.0
654,3,5,18,9,3,13,17,24,36,0,0,0,0,0,0,9,0,0,30,22,0,1,6.0
1573,2,7,41,56,3,37,28,24,49,0,1,5,2,9,0,9,0,0,63,77,1,1,1200.0
766,0,8,33,28,3,20,21,85,118,0,1,5,2,9,0,9,0,0,35,42,1,1,400.0
2411,1,3,16,55,3,21,29,1,34,0,1,5,0,9,0,4,0,0,62,139,0,1,300.0
2180,3,1,15,43,3,25,20,111,35,0,1,0,2,7,2,9,0,0,37,40,0,1,300.0
3035,3,5,18,24,3,2,11,1,46,0,0,5,2,0,0,9,0,0,41,43,0,1,160.0
2809,3,5,41,56,3,40,42,96,150,0,0,5,2,0,2,9,0,0,40,36,0,1,95.0
1708,1,4,15,53,2,1,29,71,150,0,0,0,2,0,0,9,0,0,69,72,0,1,3000.0
3153,1,3,39,37,3,34,53,0,0,0,1,5,0,9,0,9,0,0,53,137,1,1,400.0
1152,1,4,15,50,3,28,30,115,66,1,1,5,2,9,0,9,0,0,58,77,0,1,500.0
3146,0,2,9,52,3,31,25,36,47,0,1,5,2,0,0,9,0,0,64,85,0,1,492.0
3481,2,7,41,51,3,24,22,65,141,0,1,5,2,9,0,9,0,1,52,39,1,1,1240.0
2497,2,7,38,41,1,25,13,24,47,0,1,5,2,9,0,9,0,0,62,65,1,1,600.0
1864,3,0,41,47,3,57,53,4,23,0,1,5,2,9,0,9,0,0,38,33,1,1,240.0
2079,0,2,18,50,3,22,22,1,46,0,1,5,2,0,0,9,0,0,62,72,0,1,750.0
465,3,5,41,40,3,42,39,98,148,0,1,5,2,0,2,9,0,0,46,40,0,1,100.0
1402,3,1,15,47,3,29,21,111,35,0,0,0,2,7,2,9,0,0,43,42,0,1,240.0
1406,3,0,41,55,3,40,31,24,47,0,1,0,2,0,0,9,0,0,19,14,0,1,150.0
44,0,2,18,46,3,24,26,4,47,0,1,5,2,0,0,9,0,0,62,85,1,1,720.0
1799,0,2,18,54,3,21,26,1,47,0,1,5,2,0,0,9,0,0,56,82,0,1,760.0
2213,1,3,39,36,3,44,59,0,0,0,1,5,0,9,0,9,0,0,63,134,1,1,350.0
320,3,0,18,44,3,39,31,56,99,0,0,5,2,0,0,9,0,0,19,14,0,1,190.0
443,1,4,15,49,3,27,27,115,66,1,1,5,2,9,0,9,0,0,53,68,1,1,300.0
3182,1,4,15,50,3,34,27,71,150,0,0,0,2,0,0,9,0,0,69,78,0,1,1600.0
447,2,7,41,34,1,20,6,24,47,0,1,5,0,9,0,9,0,0,45,86,1,1,612.0
3864,1,3,16,56,3,17,29,1,34,0,1,5,0,9,0,10,0,0,68,112,0,1,300.0
236,2,7,6,19,1,25,27,24,47,0,1,5,2,9,0,9,0,1,68,57,0,1,490.0
1849,1,4,15,49,3,30,26,71,150,0,0,0,2,0,0,9,0,0,69,75,1,1,3400.0
1932,1,3,39,24,3,46,45,0,0,0,1,5,0,9,0,9,0,0,47,108,1,1,400.0
1537,2,7,38,44,3,19,17,24,47,0,1,5,2,9,0,9,0,0,58,80,1,1,755.0
3463,2,7,41,39,3,14,11,65,134,0,1,5,2,9,0,10,0,0,46,60,0,1,920.0
238,2,7,15,8,3,12,8,24,47,0,1,5,0,9,0,9,0,0,45,36,0,1,430.0
1897,3,0,18,48,3,37,27,82,64,1,0,5,2,23,0,9,0,0,25,24,0,1,300.0
89,2,7,6,15,1,20,23,24,47,1,1,5,2,9,0,9,0,1,63,51,1,1,280.0
1628,2,7,41,43,3,26,34,24,47,0,1,5,2,0,2,4,0,0,62,88,1,1,1400.0
1848,1,3,16,51,3,18,25,1,21,0,1,5,0,9,0,4,0,0,62,117,0,1,750.0
3577,2,7,18,41,3,19,13,24,37,0,1,5,2,0,0,9,0,0,78,157,1,1,350.0
2090,3,5,26,30,3,24,19,17,25,0,0,0,2,9,2,9,2,0,22,14,0,1,650.0
503,1,2,41,49,3,29,21,0,34,0,1,23,2,9,0,9,0,0,66,99,1,1,645.0
1447,3,5,18,6,3,7,17,34,121,0,0,0,0,0,0,9,0,0,29,23,0,1,10.0
3625,0,8,33,51,3,29,22,42,50,0,1,5,2,9,0,9,0,0,39,37,1,1,220.0
1775,1,3,16,52,3,20,29,1,34,0,1,5,0,9,0,10,0,0,62,114,0,1,425.0
451,3,5,18,9,3,12,17,4,36,0,0,0,0,0,0,9,0,0,22,21,0,1,4.0
3059,3,5,36,43,3,0,16,15,25,0,0,5,2,9,2,9,0,0,27,24,0,1,150.0
2638,2,7,38,45,3,30,17,8,100,0,1,5,2,9,0,9,0,0,52,53,1,1,600.0
2361,1,3,15,58,3,27,34,92,109,0,1,5,2,9,0,9,0,0,52,90,1,1,323.0
3583,1,3,39,31,3,33,59,0,0,0,1,5,0,9,0,9,0,0,52,137,1,1,480.0
2224,1,3,15,47,3,27,23,104,148,0,1,5,2,9,0,9,0,0,49,79,1,1,320.0
3475,1,3,39,35,3,55,37,0,0,0,1,5,0,9,0,9,0,0,56,107,1,1,400.0
1040,3,5,18,23,3,1,9,1,46,0,1,0,2,0,0,9,0,0,42,44,0,1,160.0
3,0,8,33,25,3,21,19,85,118,0,1,5,2,9,0,9,0,0,36,54,1,1,290.0
1164,2,6,18,41,3,21,13,12,47,0,1,5,2,23,0,9,0,1,50,37,1,1,900.0
666,2,7,21,18,1,33,23,24,47,0,1,5,2,9,0,4,0,0,64,67,1,1,400.0
3476,2,6,29,47,3,23,18,10,47,0,1,5,2,23,0,9,0,0,44,49,0,1,500.0
3303,1,4,15,49,3,32,26,38,47,1,1,5,2,0,0,9,0,0,45,54,0,1,200.0
1219,2,7,15,15,1,21,19,24,47,0,1,5,2,9,0,9,0,1,70,58,0,1,400.0
1695,1,3,16,59,3,19,34,1,34,0,1,5,0,9,0,10,0,0,67,103,0,1,375.0
1746,0,8,33,28,3,27,23,85,118,0,1,5,2,9,0,9,0,0,28,55,1,1,252.0
2999,0,2,18,35,3,28,25,10,47,0,1,5,2,0,0,9,0,0,62,77,1,1,395.0
3166,1,3,15,61,3,20,36,92,144,0,1,5,2,9,0,9,0,0,54,82,1,1,328.0
27,3,0,41,54,3,32,54,30,27,0,1,5,2,9,0,9,0,0,22,20,1,1,250.0
215,0,2,18,48,3,22,23,22,46,0,1,5,2,0,0,9,0,0,55,71,0,1,780.0
1770,2,6,14,57,3,27,28,10,47,0,1,5,2,9,0,9,0,0,62,85,1,1,600.0
1495,1,4,15,49,2,29,26,71,150,0,0,0,2,0,0,9,0,0,69,77,0,1,1000.0
317,3,5,41,40,3,42,38,42,50,0,0,0,2,0,2,9,0,0,55,48,0,1,350.0
2241,3,5,18,10,3,14,16,4,36,0,0,0,0,0,0,9,0,0,18,22,0,1,4.0
1100,2,7,41,48,1,33,22,24,47,0,1,5,2,9,0,4,0,0,63,65,1,1,600.0
3483,0,2,18,32,3,32,28,24,47,3,1,5,2,0,2,9,0,0,76,86,0,1,408.0
3061,0,2,18,43,3,30,20,16,47,0,1,5,2,0,0,9,0,0,53,79,1,1,480.0
2063,1,3,15,53,3,25,28,92,144,0,1,5,2,9,0,9,0,0,63,97,1,1,470.0
